Year,Region,Index,Source,Category,Sub-category,Sub-sub-category,Total,CO2eq,Unit
1990,Northwest Territories and Nunavut,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.00,Mt
1990,Nova Scotia,0,Provincial Inventory Total,,,,TRUE,19.53,Mt
1990,Nova Scotia,1,Oil and Gas,,,,TRUE,0.72,Mt
1990,Nova Scotia,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,0.05,Mt
1990,Nova Scotia,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,0.05,Mt
1990,Nova Scotia,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,0.67,Mt
1990,Nova Scotia,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,0.67,Mt
1990,Nova Scotia,16,Electricity,,,,FALSE,6.92,Mt
1990,Nova Scotia,17,Transport,,,,TRUE,4.48,Mt
1990,Nova Scotia,18,Transport,Passenger Transport,,,TRUE,2.55,Mt
1990,Nova Scotia,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,2.28,Mt
1990,Nova Scotia,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.27,Mt
1990,Nova Scotia,21,Transport,Freight Transport,,,TRUE,1.43,Mt
1990,Nova Scotia,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,0.86,Mt
1990,Nova Scotia,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.57,Mt
1990,Nova Scotia,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.50,Mt
1990,Nova Scotia,25,Heavy Industry,,,,TRUE,0.97,Mt
1990,Nova Scotia,26,Heavy Industry,Mining,,,FALSE,0.11,Mt
1990,Nova Scotia,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.00,Mt
1990,Nova Scotia,28,Heavy Industry,Pulp and Paper,,,FALSE,0.42,Mt
1990,Nova Scotia,29,Heavy Industry,Iron and Steel,,,FALSE,0.08,Mt
1990,Nova Scotia,30,Heavy Industry,Cement,,,FALSE,0.29,Mt
1990,Nova Scotia,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.00,Mt
1990,Nova Scotia,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.08,Mt
1990,Nova Scotia,33,Buildings,,,,TRUE,2.96,Mt
1990,Nova Scotia,34,Buildings,Service Industry,,,FALSE,0.83,Mt
1990,Nova Scotia,35,Buildings,Residential,,,FALSE,2.13,Mt
1990,Nova Scotia,36,Agriculture,,,,TRUE,0.58,Mt
1990,Nova Scotia,37,Agriculture,On Farm Fuel Use,,,FALSE,0.16,Mt
1990,Nova Scotia,38,Agriculture,Crop Production,,,FALSE,0.06,Mt
1990,Nova Scotia,39,Agriculture,Animal Production,,,FALSE,0.35,Mt
1990,Nova Scotia,40,Waste,,,,TRUE,0.89,Mt
1990,Nova Scotia,41,Waste,Solid Waste,,,FALSE,0.83,Mt
1990,Nova Scotia,42,Waste,Wastewater,,,FALSE,0.05,Mt
1990,Nova Scotia,44,Coal Production,,,,FALSE,1.63,Mt
1990,Nova Scotia,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,0.39,Mt
1990,Nova Scotia,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,0.21,Mt
1990,Nova Scotia,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.15,Mt
1990,Nova Scotia,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.03,Mt
1990,Ontario,0,Provincial Inventory Total,,,,TRUE,180.02,Mt
1990,Ontario,1,Oil and Gas,,,,TRUE,10.25,Mt
1990,Ontario,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,3.29,Mt
1990,Ontario,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,0.27,Mt
1990,Ontario,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,TRUE,0.06,Mt
1990,Ontario,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,FALSE,0.06,Mt
1990,Ontario,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,2.97,Mt
1990,Ontario,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,6.96,Mt
1990,Ontario,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,6.54,Mt
1990,Ontario,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,FALSE,0.42,Mt
1990,Ontario,16,Electricity,,,,FALSE,25.99,Mt
1990,Ontario,17,Transport,,,,TRUE,41.43,Mt
1990,Ontario,18,Transport,Passenger Transport,,,TRUE,26.40,Mt
1990,Ontario,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,24.10,Mt
1990,Ontario,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,2.30,Mt
1990,Ontario,21,Transport,Freight Transport,,,TRUE,8.04,Mt
1990,Ontario,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,7.35,Mt
1990,Ontario,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.69,Mt
1990,Ontario,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,6.99,Mt
1990,Ontario,25,Heavy Industry,,,,TRUE,43.25,Mt
1990,Ontario,26,Heavy Industry,Mining,,,FALSE,1.04,Mt
1990,Ontario,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,1.47,Mt
1990,Ontario,28,Heavy Industry,Pulp and Paper,,,FALSE,3.22,Mt
1990,Ontario,29,Heavy Industry,Iron and Steel,,,FALSE,14.98,Mt
1990,Ontario,30,Heavy Industry,Cement,,,FALSE,4.58,Mt
1990,Ontario,31,Heavy Industry,Lime and Gypsum,,,FALSE,1.77,Mt
1990,Ontario,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,16.21,Mt
1990,Ontario,33,Buildings,,,,TRUE,27.09,Mt
1990,Ontario,34,Buildings,Service Industry,,,FALSE,9.76,Mt
1990,Ontario,35,Buildings,Residential,,,FALSE,17.32,Mt
1990,Ontario,36,Agriculture,,,,TRUE,11.47,Mt
1990,Ontario,37,Agriculture,On Farm Fuel Use,,,FALSE,2.06,Mt
1990,Ontario,38,Agriculture,Crop Production,,,FALSE,2.40,Mt
1990,Ontario,39,Agriculture,Animal Production,,,FALSE,7.01,Mt
1990,Ontario,40,Waste,,,,TRUE,8.12,Mt
1990,Ontario,41,Waste,Solid Waste,,,FALSE,7.46,Mt
1990,Ontario,42,Waste,Wastewater,,,FALSE,0.59,Mt
1990,Ontario,43,Waste,Waste Incineration,,,FALSE,0.07,Mt
1990,Ontario,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,12.42,Mt
1990,Ontario,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,9.82,Mt
1990,Ontario,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,2.51,Mt
1990,Ontario,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.09,Mt
1990,Prince Edward Island,0,Provincial Inventory Total,,,,TRUE,1.79,Mt
1990,Prince Edward Island,1,Oil and Gas,,,,TRUE,0.00,Mt
1990,Prince Edward Island,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,0.00,Mt
1990,Prince Edward Island,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,0.00,Mt
1990,Prince Edward Island,16,Electricity,,,,FALSE,0.10,Mt
1990,Prince Edward Island,17,Transport,,,,TRUE,0.58,Mt
1990,Prince Edward Island,18,Transport,Passenger Transport,,,TRUE,0.38,Mt
1990,Prince Edward Island,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,0.37,Mt
1990,Prince Edward Island,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.01,Mt
1990,Prince Edward Island,21,Transport,Freight Transport,,,TRUE,0.14,Mt
1990,Prince Edward Island,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,0.10,Mt
1990,Prince Edward Island,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.04,Mt
1990,Prince Edward Island,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.07,Mt
1990,Prince Edward Island,25,Heavy Industry,,,,TRUE,0.00,Mt
1990,Prince Edward Island,26,Heavy Industry,Mining,,,FALSE,0.00,Mt
1990,Prince Edward Island,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.00,Mt
1990,Prince Edward Island,28,Heavy Industry,Pulp and Paper,,,FALSE,0.00,Mt
1990,Prince Edward Island,29,Heavy Industry,Iron and Steel,,,FALSE,0.00,Mt
1990,Prince Edward Island,30,Heavy Industry,Cement,,,FALSE,0.00,Mt
1990,Prince Edward Island,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.00,Mt
1990,Prince Edward Island,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.00,Mt
1990,Prince Edward Island,33,Buildings,,,,TRUE,0.57,Mt
1990,Prince Edward Island,34,Buildings,Service Industry,,,FALSE,0.21,Mt
1990,Prince Edward Island,35,Buildings,Residential,,,FALSE,0.36,Mt
1990,Prince Edward Island,36,Agriculture,,,,TRUE,0.36,Mt
1990,Prince Edward Island,37,Agriculture,On Farm Fuel Use,,,FALSE,0.06,Mt
1990,Prince Edward Island,38,Agriculture,Crop Production,,,FALSE,0.08,Mt
1990,Prince Edward Island,39,Agriculture,Animal Production,,,FALSE,0.21,Mt
1990,Prince Edward Island,40,Waste,,,,TRUE,0.09,Mt
1990,Prince Edward Island,41,Waste,Solid Waste,,,FALSE,0.08,Mt
1990,Prince Edward Island,42,Waste,Wastewater,,,FALSE,0.01,Mt
1990,Prince Edward Island,43,Waste,Waste Incineration,,,FALSE,0.00,Mt
1990,Prince Edward Island,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,0.08,Mt
1990,Prince Edward Island,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,0.06,Mt
1990,Prince Edward Island,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.02,Mt
1990,Prince Edward Island,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.00,Mt
1990,Quebec,0,Provincial Inventory Total,,,,TRUE,84.51,Mt
1990,Quebec,1,Oil and Gas,,,,TRUE,3.91,Mt
1990,Quebec,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,0.24,Mt
1990,Quebec,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,0.24,Mt
1990,Quebec,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,3.67,Mt
1990,Quebec,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,3.62,Mt
1990,Quebec,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,FALSE,0.06,Mt
1990,Quebec,16,Electricity,,,,FALSE,1.53,Mt
1990,Quebec,17,Transport,,,,TRUE,24.25,Mt
1990,Quebec,18,Transport,Passenger Transport,,,TRUE,15.59,Mt
1990,Quebec,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,14.59,Mt
1990,Quebec,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,1.00,Mt
1990,Quebec,21,Transport,Freight Transport,,,TRUE,4.92,Mt
1990,Quebec,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,4.02,Mt
1990,Quebec,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.90,Mt
1990,Quebec,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,3.74,Mt
1990,Quebec,25,Heavy Industry,,,,TRUE,24.97,Mt
1990,Quebec,26,Heavy Industry,Mining,,,FALSE,2.10,Mt
1990,Quebec,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,12.91,Mt
1990,Quebec,28,Heavy Industry,Pulp and Paper,,,FALSE,4.53,Mt
1990,Quebec,29,Heavy Industry,Iron and Steel,,,FALSE,1.21,Mt
1990,Quebec,30,Heavy Industry,Cement,,,FALSE,2.49,Mt
1990,Quebec,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.51,Mt
1990,Quebec,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,1.23,Mt
1990,Quebec,33,Buildings,,,,TRUE,11.70,Mt
1990,Quebec,34,Buildings,Service Industry,,,FALSE,4.63,Mt
1990,Quebec,35,Buildings,Residential,,,FALSE,7.07,Mt
1990,Quebec,36,Agriculture,,,,TRUE,7.64,Mt
1990,Quebec,37,Agriculture,On Farm Fuel Use,,,FALSE,1.10,Mt
1990,Quebec,38,Agriculture,Crop Production,,,FALSE,1.54,Mt
1990,Quebec,39,Agriculture,Animal Production,,,FALSE,5.00,Mt
1990,Quebec,40,Waste,,,,TRUE,5.22,Mt
1990,Quebec,41,Waste,Solid Waste,,,FALSE,4.74,Mt
1990,Quebec,42,Waste,Wastewater,,,FALSE,0.31,Mt
1990,Quebec,43,Waste,Waste Incineration,,,FALSE,0.16,Mt
1990,Quebec,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,5.29,Mt
1990,Quebec,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,3.73,Mt
1990,Quebec,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,1.36,Mt
1990,Quebec,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.21,Mt
1990,Saskatchewan,0,Provincial Inventory Total,,,,TRUE,45.13,Mt
1990,Saskatchewan,1,Oil and Gas,,,,TRUE,13.72,Mt
1990,Saskatchewan,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,12.55,Mt
1990,Saskatchewan,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,2.58,Mt
1990,Saskatchewan,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,TRUE,7.55,Mt
1990,Saskatchewan,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,FALSE,4.16,Mt
1990,Saskatchewan,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,FALSE,3.39,Mt
1990,Saskatchewan,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",,TRUE,0.02,Mt
1990,Saskatchewan,11,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Upgrading,FALSE,0.02,Mt
1990,Saskatchewan,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,2.40,Mt
1990,Saskatchewan,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,1.17,Mt
1990,Saskatchewan,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,0.65,Mt
1990,Saskatchewan,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,FALSE,0.52,Mt
1990,Saskatchewan,16,Electricity,,,,FALSE,11.13,Mt
1990,Saskatchewan,17,Transport,,,,TRUE,5.48,Mt
1990,Saskatchewan,18,Transport,Passenger Transport,,,TRUE,3.02,Mt
1990,Saskatchewan,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,2.77,Mt
1990,Saskatchewan,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.25,Mt
1990,Saskatchewan,21,Transport,Freight Transport,,,TRUE,1.82,Mt
1990,Saskatchewan,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,1.76,Mt
1990,Saskatchewan,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.05,Mt
1990,Saskatchewan,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.65,Mt
1990,Saskatchewan,25,Heavy Industry,,,,TRUE,1.61,Mt
1990,Saskatchewan,26,Heavy Industry,Mining,,,FALSE,0.99,Mt
1990,Saskatchewan,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.01,Mt
1990,Saskatchewan,28,Heavy Industry,Pulp and Paper,,,FALSE,0.31,Mt
1990,Saskatchewan,29,Heavy Industry,Iron and Steel,,,FALSE,0.00,Mt
1990,Saskatchewan,30,Heavy Industry,Cement,,,FALSE,0.11,Mt
1990,Saskatchewan,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.00,Mt
1990,Saskatchewan,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.18,Mt
1990,Saskatchewan,33,Buildings,,,,TRUE,3.10,Mt
1990,Saskatchewan,34,Buildings,Service Industry,,,FALSE,1.02,Mt
1990,Saskatchewan,35,Buildings,Residential,,,FALSE,2.08,Mt
1990,Saskatchewan,36,Agriculture,,,,TRUE,8.41,Mt
1990,Saskatchewan,37,Agriculture,On Farm Fuel Use,,,FALSE,2.44,Mt
1990,Saskatchewan,38,Agriculture,Crop Production,,,FALSE,1.89,Mt
1990,Saskatchewan,39,Agriculture,Animal Production,,,FALSE,4.08,Mt
1990,Saskatchewan,40,Waste,,,,TRUE,1.02,Mt
1990,Saskatchewan,41,Waste,Solid Waste,,,FALSE,0.94,Mt
1990,Saskatchewan,42,Waste,Wastewater,,,FALSE,0.07,Mt
1990,Saskatchewan,44,Coal Production,,,,FALSE,0.04,Mt
1990,Saskatchewan,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,0.62,Mt
1990,Saskatchewan,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,0.46,Mt
1990,Saskatchewan,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.15,Mt
1990,Saskatchewan,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.01,Mt
1990,Yukon,0,Territorial Inventory Total,,,,TRUE,0.55,Mt
1990,Yukon,1,Oil and Gas,,,,TRUE,0.00,Mt
1990,Yukon,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,0.00,Mt
1990,Yukon,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,0.00,Mt
1990,Yukon,16,Electricity,,,,FALSE,0.09,Mt
1990,Yukon,17,Transport,,,,TRUE,0.28,Mt
1990,Yukon,18,Transport,Passenger Transport,,,TRUE,0.15,Mt
1990,Yukon,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,0.11,Mt
1990,Yukon,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.04,Mt
1990,Yukon,21,Transport,Freight Transport,,,TRUE,0.11,Mt
1990,Yukon,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,0.10,Mt
1990,Yukon,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.01,Mt
1990,Yukon,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,0.02,Mt
1990,Yukon,25,Heavy Industry,,,,TRUE,0.03,Mt
1990,Yukon,26,Heavy Industry,Mining,,,FALSE,0.03,Mt
1990,Yukon,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.00,Mt
1990,Yukon,28,Heavy Industry,Pulp and Paper,,,FALSE,0.00,Mt
1990,Yukon,29,Heavy Industry,Iron and Steel,,,FALSE,0.00,Mt
1990,Yukon,30,Heavy Industry,Cement,,,FALSE,0.00,Mt
1990,Yukon,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.00,Mt
1990,Yukon,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,0.00,Mt
1990,Yukon,33,Buildings,,,,TRUE,0.11,Mt
1990,Yukon,34,Buildings,Service Industry,,,FALSE,0.08,Mt
1990,Yukon,35,Buildings,Residential,,,FALSE,0.03,Mt
1990,Yukon,36,Agriculture,,,,TRUE,0.00,Mt
1990,Yukon,37,Agriculture,On Farm Fuel Use,,,FALSE,0.00,Mt
1990,Yukon,40,Waste,,,,TRUE,0.02,Mt
1990,Yukon,41,Waste,Solid Waste,,,FALSE,0.02,Mt
1990,Yukon,42,Waste,Wastewater,,,FALSE,0.00,Mt
1990,Yukon,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,0.02,Mt
1990,Yukon,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,0.01,Mt
1990,Yukon,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.01,Mt
1990,Yukon,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.00,Mt
1991,Alberta,0,Provincial Inventory Total,,,,TRUE,166.56,Mt
1991,Alberta,1,Oil and Gas,,,,TRUE,62.83,Mt
1991,Alberta,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,59.09,Mt
1991,Alberta,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,23.27,Mt
1991,Alberta,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,TRUE,16.30,Mt
1991,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,FALSE,9.92,Mt
1991,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production,FALSE,6.39,Mt
1991,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",,TRUE,15.56,Mt
1991,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Mining and Extraction,FALSE,2.31,Mt
1991,Alberta,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",In-situ,FALSE,4.30,Mt
1991,Alberta,11,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-situ, Upgrading)",Upgrading,FALSE,8.95,Mt
1991,Alberta,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,3.97,Mt
1991,Alberta,13,Oil and Gas,Downstream Oil and Gas,,,TRUE,3.74,Mt
1991,Alberta,14,Oil and Gas,Downstream Oil and Gas,Petroleum Refining,,FALSE,3.31,Mt
1991,Alberta,15,Oil and Gas,Downstream Oil and Gas,Natural Gas Distribution,,FALSE,0.42,Mt
1991,Alberta,16,Electricity,,,,FALSE,41.56,Mt
1991,Alberta,17,Transport,,,,TRUE,14.30,Mt
1991,Alberta,18,Transport,Passenger Transport,,,TRUE,8.19,Mt
1991,Alberta,19,Transport,Passenger Transport,"Cars, Light Trucks and Motorcycles",,FALSE,7.33,Mt
1991,Alberta,20,Transport,Passenger Transport,"Bus, Rail and Aviation",,FALSE,0.86,Mt
1991,Alberta,21,Transport,Freight Transport,,,TRUE,4.16,Mt
1991,Alberta,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",,FALSE,3.96,Mt
1991,Alberta,23,Transport,Freight Transport,Aviation and Marine,,FALSE,0.21,Mt
1991,Alberta,24,Transport,"Other: Recreational, Commercial and Residential",,,FALSE,1.94,Mt
1991,Alberta,25,Heavy Industry,,,,TRUE,13.04,Mt
1991,Alberta,26,Heavy Industry,Mining,,,FALSE,0.11,Mt
1991,Alberta,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,,FALSE,0.49,Mt
1991,Alberta,28,Heavy Industry,Pulp and Paper,,,FALSE,0.56,Mt
1991,Alberta,29,Heavy Industry,Iron and Steel,,,FALSE,0.10,Mt
1991,Alberta,30,Heavy Industry,Cement,,,FALSE,0.89,Mt
1991,Alberta,31,Heavy Industry,Lime and Gypsum,,,FALSE,0.19,Mt
1991,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,,FALSE,10.71,Mt
1991,Alberta,33,Buildings,,,,TRUE,11.78,Mt
1991,Alberta,34,Buildings,Service Industry,,,FALSE,5.08,Mt
1991,Alberta,35,Buildings,Residential,,,FALSE,6.70,Mt
1991,Alberta,36,Agriculture,,,,TRUE,15.21,Mt
1991,Alberta,37,Agriculture,On Farm Fuel Use,,,FALSE,2.85,Mt
1991,Alberta,38,Agriculture,Crop Production,,,FALSE,2.37,Mt
1991,Alberta,39,Agriculture,Animal Production,,,FALSE,9.99,Mt
1991,Alberta,40,Waste,,,,TRUE,2.25,Mt
1991,Alberta,41,Waste,Solid Waste,,,FALSE,1.99,Mt
1991,Alberta,42,Waste,Wastewater,,,FALSE,0.25,Mt
1991,Alberta,43,Waste,Waste Incineration,,,FALSE,0.01,Mt
1991,Alberta,44,Coal Production,,,,FALSE,0.63,Mt
1991,Alberta,45,"Light Manufacturing, Construction and Forest Resources",,,,TRUE,4.97,Mt
1991,Alberta,46,"Light Manufacturing, Construction and Forest Resources",Light Manufacturing,,,FALSE,4.32,Mt
1991,Alberta,47,"Light Manufacturing, Construction and Forest Resources",Construction,,,FALSE,0.56,Mt
1991,Alberta,48,"Light Manufacturing, Construction and Forest Resources",Forest Resources,,,FALSE,0.09,Mt
1991,British Columbia,0,Provincial Inventory Total,,,,TRUE,50.55,Mt
1991,British Columbia,1,Oil and Gas,,,,TRUE,7.28,Mt
1991,British Columbia,2,Oil and Gas,Upstream Oil and Gas,,,TRUE,5.84,Mt
1991,British Columbia,3,Oil and Gas,Upstream Oil and Gas,Natural Gas Production and Processing,,FALSE,3.60,Mt
1991,British Columbia,4,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,,TRUE,0.42,Mt
1991,British Columbia,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production,FALSE,0.42,Mt
1991,British Columbia,12,Oil and Gas,Upstream Oil and Gas,"Oil, Natural Gas and CO2  Transmission",,FALSE,1.82,Mt
